Action,Time,ISIN,Ticker,Name,Notes,ID,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Currency conversion fee,Currency (Currency conversion fee)
Dividend (Dividend),2025-03-27 13:04:49,US03761U5020,MFIC,"MidCap Financial Investment",,,3.1441460000,0.323000,USD,Not available,,,0.79,"GBP",0.18,USD,,,,,,
Dividend (Dividend),2025-03-28 11:26:37,US38173M1027,GBDC,"Golub Capital BDC",,,2.7643940000,0.331500,USD,Not available,,,0.71,"GBP",0.16,USD,,,,,,
Dividend (Dividend),2025-03-28 11:50:24,US74144T1088,TROW,"T Rowe Price",,,0.7451595000,1.079500,USD,Not available,,,0.62,"GBP",0.14,USD,,,,,,
Dividend (Dividend),2025-03-31 14:00:50,US1405011073,CSWC,"Capital Southwest",,,1.8840730000,0.051000,USD,Not available,,,0.07,"GBP",0.02,USD,,,,,,
Dividend (Dividend),2025-03-31 14:16:02,US7134481081,PEP,"PepsiCo",,,0.5690827000,1.151750,USD,Not available,,,0.51,"GBP",0.12,USD,,,,,,
Dividend (Dividend),2025-03-31 14:28:12,US3765361080,GOOD,"Gladstone Commercial",,,5.1228920000,0.085000,USD,Not available,,,0.34,"GBP",0.08,USD,,,,,,
Dividend (Dividend),2025-03-31 14:32:37,US3765358789,GLAD,"Gladstone Capital",,,1.4265670000,0.140250,USD,Not available,,,0.15,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-03-31 14:39:24,US5021751020,LTC,"LTC Properties",,,2.4049200000,0.161500,USD,Not available,,,0.30,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-03-31 14:54:29,US6915431026,OXLC,"Oxford Lane Capital",,,16.7080000000,0.076500,USD,Not available,,,0.99,"GBP",0.23,USD,,,,,,
Dividend (Dividend),2025-03-31 14:58:02,US04010L1035,ARCC,"Ares Capital",,,3.0609370000,0.408000,USD,Not available,,,0.96,"GBP",0.22,USD,,,,,,
Dividend (Dividend),2025-03-31 15:08:51,US1405011073,CSWC,"Capital Southwest",,,1.8840730000,0.493000,USD,Not available,,,0.72,"GBP",0.16,USD,,,,,,
Dividend (Dividend),2025-03-31 15:10:51,US83012A1097,TSLX,"Sixth Street Specialty Lending",,,3.9177610000,0.391000,USD,Not available,,,1.18,"GBP",0.27,USD,,,,,,
Dividend (Dividend),2025-04-01 11:29:35,US0530151036,ADP,"Automatic Data Processing",,,0.2805524000,1.309000,USD,Not available,,,0.28,"GBP",0.06,USD,,,,,,
Dividend (Dividend),2025-04-01 11:49:39,US1912161007,KO,"Coca-Cola",,,1.3257910000,0.433500,USD,Not available,,,0.44,"GBP",0.10,USD,,,,,,
Dividend (Dividend),2025-04-01 12:08:20,US70806A1060,PFLT,"PennantPark Floating Rate Capital",,,2.5439340000,0.087125,USD,Not available,,,0.17,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-04-02 13:21:27,US4943681035,KMB,"Kimberly-Clark",,,0.6549541000,1.071000,USD,Not available,,,0.54,"GBP",0.12,USD,,,,,,
Dividend (Dividend),2025-04-02 13:24:52,GB00BZ3CNK81,TRMD,"TORM ",,,4.1513550000,0.600000,USD,Not available,,,1.93,"GBP",0.00,USD,,,,,,
Dividend (Dividend),2025-04-02 14:00:38,US67066G1040,NVDA,"Nvidia",,,5.9579046000,0.008500,USD,Not available,,,0.04,"GBP",0.01,USD,,,,,,
Dividend (Dividend),2025-04-03 11:55:21,AN8068571086,SLB,"Schlumberger",,,1.8147980000,0.285000,USD,Not available,,,0.40,"GBP",0.00,USD,,,,,,
Dividend (Dividend),2025-04-04 14:48:46,CH0044328745,CB,"Chubb",,,0.3073589000,0.910000,USD,Not available,,,0.21,"GBP",0.00,USD,,,,,,
Dividend (Dividend),2025-04-04 15:06:18,CA1363851017,CNQ,"Canadian Natural Resources",,,2.7398660000,0.354159,USD,Not available,,,0.74,"GBP",0.17,USD,,,,,,
Dividend (Dividend),2025-04-07 11:52:15,US9311421039,WMT,"Walmart",,,0.9020589000,0.199750,USD,Not available,,,0.14,"GBP",0.03,USD,,,,,,
Deposit,2025-04-07 14:15:58.084,,,,"Transaction ID: RRPMGDWK5QTQ9ZZ3",b0b1fb68-2a99-48f3-9193-41d748251956,,,,,,,1000.00,"GBP",,,1007.00,"GBP",-7.00,"GBP",,
Market buy,2025-04-07 14:16:44.916,US4781601046,JNJ,"Johnson & Johnson",,EOF30762265880,0.0598298000,152.250000,USD,1.28297000,,"GBP",7.11,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:44.916,US5949181045,MSFT,"Microsoft",,EOF30762265874,0.0606176000,368.180000,USD,1.28339206,,"GBP",17.42,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:16:44.916,US46625H1005,JPM,"JPMorgan Chase & Co",,EOF30762265877,0.1034268000,220.000000,USD,1.28335566,,"GBP",17.76,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:16:44.916,US1912161007,KO,"Coca-Cola",,EOF30762265886,0.0495100000,69.090000,USD,1.28114078,,"GBP",2.67,"GBP",,,,,,,,
Market buy,2025-04-07 14:16:44.916,US9311421039,WMT,"Walmart",,EOF30762265889,0.2050470000,85.850000,USD,1.28303826,,"GBP",13.74,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:44.916,CA0636711016,BMO,"Bank of Montreal",,EOF30762265883,0.2078730000,90.230000,USD,1.28292618,,"GBP",14.64,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:44.916,US7561091049,O,"Realty Income",,EOF30762265862,0.2087440000,54.870000,USD,1.28261850,,"GBP",8.94,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:44.916,US57636Q1040,MA,"Mastercard",,EOF30762265865,0.0317380000,499.750000,USD,1.28325772,,"GBP",12.38,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:44.916,US8718291078,SYY,"Sysco",,EOF30762265895,0.1912810000,70.930000,USD,1.28359142,,"GBP",10.59,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:44.916,US7427181091,PG,"Procter & Gamble",,EOF30762265892,0.0627304000,164.000000,USD,1.28276628,,"GBP",8.03,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:44.916,US4592001014,IBM,"IBM",,EOF30762265898,0.0449125000,231.060000,USD,1.28275429,,"GBP",8.10,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:44.969,US1667641005,CVX,"Chevron",,EOF30762265904,0.0971624000,145.440000,USD,1.28349677,,"GBP",11.03,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:45.043,US4943681035,KMB,"Kimberly-Clark",,EOF30762265909,0.0346785000,137.800000,USD,1.28459604,,"GBP",3.73,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:45.043,US0378331005,AAPL,"Apple",,EOF30762265914,0.1309891000,192.290000,USD,1.28313265,,"GBP",19.66,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:16:45.043,CA1363851017,CNQ,"Canadian Natural Resources",,EOF30762265917,0.6545890000,27.910000,USD,1.28297605,,"GBP",14.26,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:45.128,US00123Q1040,AGNC,"AGNC Investment",,EOF30762265920,1.7560400000,9.200000,USD,1.28320635,,"GBP",12.61,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:45.128,US02209S1033,MO,"Altria",,EOF30762265923,0.0763880000,55.850000,USD,1.28502102,,"GBP",3.32,"GBP",,,,,,,,
Market buy,2025-04-07 14:16:45.181,US0394831020,ADM,"Archer-Daniels-Midland",,EOF30762265926,0.4593810000,44.790000,USD,1.28277275,,"GBP",16.06,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:45.181,AN8068571086,SLB,"Schlumberger",,EOF30762265929,0.6023010000,34.970000,USD,1.28273239,,"GBP",16.44,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:45.308,US3695501086,GD,"General Dynamics",,EOF30762265936,0.0586985000,253.410000,USD,1.28341560,,"GBP",11.61,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:45.491,CA7800871021,RY,"Royal Bank of Canada",,EOF30762265941,0.1497049000,111.860000,USD,1.28321763,,"GBP",13.07,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:45.648,US17275R1023,CSCO,"Cisco Systems",,EOF30762265950,0.3293390000,55.750000,USD,1.28306423,,"GBP",14.33,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:45.704,CH0044328745,CB,"Chubb",,EOF30762265953,0.0320352000,279.970000,USD,1.28310371,,"GBP",7.00,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:45.704,US0530151036,ADP,"Automatic Data Processing",,EOF30762265956,0.0497392000,287.210000,USD,1.28352162,,"GBP",11.15,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:45.875,US4523081093,ITW,"Illinois Tool Works",,EOF30762265959,0.0894975000,228.480000,USD,1.28283493,,"GBP",15.96,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:46.008,US8552441094,SBUX,"Starbucks",,EOF30762265966,0.2865810000,82.530000,USD,1.28331687,,"GBP",18.46,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:16:46.008,US7134481081,PEP,"PepsiCo",,EOF30762265969,0.0853271000,145.050000,USD,1.28255915,,"GBP",9.66,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:46.058,CA8911605092,TD,"Toronto-Dominion Bank",,EOF30762265972,0.1719540000,57.000000,USD,1.28290287,,"GBP",7.65,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:46.213,US5486611073,LOW,"Lowe's",,EOF30762265977,0.0986400000,224.710000,USD,1.28346232,,"GBP",17.30,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:16:46.455,US6935061076,PPG,"PPG Industries",,EOF30762265980,0.2403712000,100.740000,USD,1.28325356,,"GBP",18.90,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:16:46.772,US3765361080,GOOD,"Gladstone Commercial",,EOF30762265983,1.7162590000,13.930000,USD,1.28327900,,"GBP",18.66,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:16:47.22,US14149Y1082,CAH,"Cardinal Health",,EOF30762266019,0.0704386000,128.590000,USD,1.28296027,,"GBP",7.07,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:47.539,CA0641491075,BNS,"Bank of Nova Scotia",,EOF30762266052,0.4139340000,46.490000,USD,1.28291944,,"GBP",15.02,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:47.983,US0084921008,ADC,"Agree Realty",,EOF30762266077,0.1312920000,74.060000,USD,1.28278173,,"GBP",7.59,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:48.373,US3546131018,BEN,"Franklin Resources",,EOF30762266090,1.1390660000,17.680000,USD,1.28271890,,"GBP",15.72,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:49.196,US0010551028,AFL,"Aflac",,EOF30762266120,0.1342331000,102.500000,USD,1.28347880,,"GBP",10.74,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:49.306,US74144T1088,TROW,"T Rowe Price",,EOF30762266135,0.3761120000,84.470000,USD,1.28312522,,"GBP",24.80,"GBP",,,,,,,0.04,"GBP"
Market buy,2025-04-07 14:16:49.52,US09290D1019,BLK,"BlackRock",,EOF30762266217,0.0293922000,842.100000,USD,1.28310894,,"GBP",19.32,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:16:49.921,US8243481061,SHW,"Sherwin-Williams",,EOF30762266268,0.0497137000,335.000000,USD,1.28305774,,"GBP",13.00,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:50.152,US6703461052,NUE,"Nucor",,EOF30762266280,0.2062978000,107.990000,USD,1.28330065,,"GBP",17.39,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:16:50.666,US5021751020,LTC,"LTC Properties",,EOF30762266314,0.3166760000,35.320000,USD,1.28268306,,"GBP",8.73,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:50.666,US74348T1025,PSEC,"Prospect Capital",,EOF30762266317,6.8528200000,3.610000,USD,1.28312656,,"GBP",19.31,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:16:51.458,US5801351017,MCD,"McDonald's",,EOF30762266341,0.0215673000,303.500000,USD,1.28346579,,"GBP",5.11,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:16:51.817,US85254J1025,STAG,"STAG Industrial",,EOF30762266361,0.4864620000,32.790000,USD,1.28327344,,"GBP",12.45,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:16:52.491,US7766961061,ROP,"Roper Technologies",,EOF30762266386,0.0142241000,549.360000,USD,1.28311191,,"GBP",6.10,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:17:02.935,US56035L1044,MAIN,"Main Street Capital",,EOF30762266709,0.4495810000,52.300000,USD,1.28346540,,"GBP",18.35,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:17:03.602,US2788651006,ECL,"Ecolab",,EOF30762266770,0.0526324000,239.740000,USD,1.28232637,,"GBP",9.85,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:17:03.95,US3848021040,GWW,"WW Grainger",,EOF30762266780,0.0232221000,967.770000,USD,1.28347525,,"GBP",17.54,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:17:06.449,IE00BLS09M33,PNR,"Pentair",,EOF30762266846,0.3518080000,81.570000,USD,1.28283319,,"GBP",22.40,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:17:11.731,US71654V1017,PBR/A,"Petroleo Brasileiro (Preferred)",,EOF30762267040,0.6465790000,11.810000,USD,1.28337781,,"GBP",5.96,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:17:11.816,US2885781078,EARN,"Ellington Credit",,EOF30762267046,2.8788500000,4.900000,USD,1.28356369,,"GBP",11.01,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:17:11.816,US85571B1052,STWD,"Starwood Property Trust",,EOF30762267049,1.1799830000,18.600000,USD,1.28349028,,"GBP",17.13,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:17:11.941,US38173M1027,GBDC,"Golub Capital BDC",,EOF30762267056,0.9481210000,14.000000,USD,1.28372282,,"GBP",10.36,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:17:12.18,US0188201000,ALIZY,"Allianz",,EOF30762267064,0.0801410000,36.130000,USD,1.28119218,,"GBP",2.26,"GBP",,,,,,,,
Market buy,2025-04-07 14:17:12.542,BMG396372051,GOGL,"Golden Ocean",,EOF30762267077,1.5201300000,7.400000,USD,1.28266385,,"GBP",8.78,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:17:12.647,US04010L1035,ARCC,"Ares Capital",,EOF30762267080,1.2703150000,20.000000,USD,1.28314646,,"GBP",19.83,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:17:12.788,US70806A1060,PFLT,"PennantPark Floating Rate Capital",,EOF30762267087,0.9544400000,9.920000,USD,1.28293289,,"GBP",7.39,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:17:13.063,US03464Y1082,AOMR,"Angel Oak Mortgage",,EOF30762267098,2.1119400000,8.220000,USD,1.28308549,,"GBP",13.55,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:17:13.29,US6915431026,OXLC,"Oxford Lane Capital",,EOF30762267112,6.9984200000,4.390000,USD,1.28333599,,"GBP",23.98,"GBP",,,,,,,0.04,"GBP"
Market buy,2025-04-07 14:17:13.8,US3765358789,GLAD,"Gladstone Capital",,EOF30762267126,0.7628150000,23.900000,USD,1.28298933,,"GBP",14.23,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:17:13.8,US03762U1051,ARI,"Apollo Commercial Real Estate Finance",,EOF30762267131,1.9325500000,8.910000,USD,1.28308647,,"GBP",13.44,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:17:13.937,US44045A1025,HRZN,"Horizon Technology Finance",,EOF30762267134,1.0313000000,8.460000,USD,1.28305852,,"GBP",6.81,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:17:14.085,US4312841087,HIW,"Highwoods Properties",,EOF30762267142,0.3040940000,27.890000,USD,1.28308345,,"GBP",6.62,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:17:14.085,US28852N1090,EFC,"Ellington Financial",,EOF30762267139,0.5362250000,12.400000,USD,1.28362741,,"GBP",5.19,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:17:14.732,US55025L1089,LFT,"Lument Finance Trust",,EOF30762267155,9.1009600000,2.500000,USD,1.28327129,,"GBP",17.76,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:17:15.04,US17259U2042,CION,"CION Investment",,EOF30762267158,1.2265600000,9.400000,USD,1.28249877,,"GBP",9.00,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:17:15.768,GB00BZ3CNK81,TRMD,"TORM ",,EOF30762267178,2.6462720000,15.290000,USD,1.28326986,,"GBP",31.58,"GBP",,,,,,,0.05,"GBP"
Market buy,2025-04-07 14:17:15.768,US09261X1028,BXSL,"Blackstone Secured Lending Fund",,EOF30762267181,1.5042350000,28.900000,USD,1.28312843,,"GBP",33.93,"GBP",,,,,,,0.05,"GBP"
Market buy,2025-04-07 14:17:15.966,US38147U1079,GSBD,"Goldman Sachs BDC",,EOF30762267184,1.0151770000,10.450000,USD,1.28278109,,"GBP",8.28,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-04-07 14:17:16.057,US2910111044,EMR,"Emerson Electric",,EOF30762267187,0.2776110000,100.000000,USD,1.28286044,,"GBP",21.67,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:17:16.785,US03761U5020,MFIC,"MidCap Financial Investment",,EOF30762267201,1.4322330000,11.370000,USD,1.28325368,,"GBP",12.71,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:17:19.075,US8585681088,SCM,"Stellus Capital Investment",,EOF30762267253,2.0149230000,12.450000,USD,1.28316068,,"GBP",19.58,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:17:34.44,US1405011073,CSWC,"Capital Southwest",,EOF30762267744,0.7790370000,19.640000,USD,1.28358109,,"GBP",11.94,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-04-07 14:18:00.787,US83012A1097,TSLX,"Sixth Street Specialty Lending",,EOF30762268756,1.2509960000,20.180000,USD,1.28343158,,"GBP",19.70,"GBP",,,,,,,0.03,"GBP"
Market buy,2025-04-07 14:18:03.732,US2256551092,CCAP,"Crescent Capital BDC",,EOF30762268878,3.1447220000,15.480000,USD,1.28342463,,"GBP",37.99,"GBP",,,,,,,0.06,"GBP"
Market buy,2025-04-07 14:30:30.03,IE00BM8R0J59,QYLD,"Global X Nasdaq 100 Covered Call (Dist)",,EOF30762290098,0.7822200000,15.000000,USD,1.27953107,,"GBP",9.18,"GBP",,,,,,,0.01,"GBP"
Dividend (Dividend),2025-04-09 11:04:10,US00123Q1040,AGNC,"AGNC Investment",,,8.5585650000,0.102000,USD,Not available,,,0.68,"GBP",0.15,USD,,,,,,
Dividend (Dividend),2025-04-10 11:46:30,US4523081093,ITW,"Illinois Tool Works",,,0.3258561000,1.275000,USD,Not available,,,0.32,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-04-11 10:32:07,IE00BM8R0J59,QYLD,"Global X Nasdaq 100 Covered Call (Dist)",,,1.5689140000,0.162237,USD,Not available,,,0.20,"GBP",0.00,USD,,,,,,
Dividend (Dividend),2025-04-11 10:36:27,US17259U2042,CION,"CION Investment",,,2.4702140000,0.306000,USD,Not available,,,0.58,"GBP",0.13,USD,,,,,,
Dividend (Dividend),2025-04-11 10:41:13,US3546131018,BEN,"Franklin Resources",,,4.2347830000,0.272000,USD,Not available,,,0.89,"GBP",0.20,USD,,,,,,
Dividend (Dividend),2025-04-14 11:29:05,US0084921008,ADC,"Agree Realty",,,1.1504650000,0.215050,USD,Not available,,,0.19,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-04-15 11:42:05,US2256551092,CCAP,"Crescent Capital BDC",,,5.8546550000,0.357000,USD,Not available,,,1.58,"GBP",0.37,USD,,,,,,
Dividend (Dividend),2025-04-15 11:42:38,US44045A1025,HRZN,"Horizon Technology Finance",,,3.0739800000,0.093500,USD,Not available,,,0.22,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-04-15 11:54:38,US7561091049,O,"Realty Income",,,1.5221860000,0.228225,USD,Not available,,,0.26,"GBP",0.06,USD,,,,,,
Dividend (Dividend),2025-04-15 12:02:44,US56035L1044,MAIN,"Main Street Capital",,,1.8225540000,0.212500,USD,Not available,,,0.29,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-04-15 12:14:29,US85254J1025,STAG,"STAG Industrial",,,2.4087240000,0.105542,USD,Not available,,,0.19,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-04-15 12:16:15,US8585681088,SCM,"Stellus Capital Investment",,,4.9836610000,0.113305,USD,Not available,,,0.43,"GBP",0.10,USD,,,,,,
Dividend (Dividend),2025-04-15 12:19:03,US55025L1089,LFT,"Lument Finance Trust",,,32.8574900000,0.068000,USD,Not available,,,1.69,"GBP",0.39,USD,,,,,,
Dividend (Dividend),2025-04-15 12:28:02,US2788651006,ECL,"Ecolab",,,0.3450076000,0.552500,USD,Not available,,,0.14,"GBP",0.03,USD,,,,,,
Dividend (Dividend),2025-04-15 12:36:03,US14149Y1082,CAH,"Cardinal Health",,,0.6689658000,0.429760,USD,Not available,,,0.22,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-04-15 12:44:18,US03762U1051,ARI,"Apollo Commercial Real Estate Finance",,,7.8137200000,0.212500,USD,Not available,,,1.26,"GBP",0.29,USD,,,,,,
Dividend (Dividend),2025-04-15 12:45:28,US85571B1052,STWD,"Starwood Property Trust",,,4.4021920000,0.408000,USD,Not available,,,1.36,"GBP",0.32,USD,,,,,,
Dividend (Dividend),2025-04-17 11:53:58,US74348T1025,PSEC,"Prospect Capital",,,19.3832300000,0.038250,USD,Not available,,,0.56,"GBP",0.13,USD,,,,,,
Dividend (Dividend),2025-04-22 10:47:59,US7766961061,ROP,"Roper Technologies",,,0.1590793000,0.701250,USD,Not available,,,0.08,"GBP",0.02,USD,,,,,,
Dividend (Dividend),2025-04-23 10:58:22,US17275R1023,CSCO,"Cisco Systems",,,1.3707330000,0.348500,USD,Not available,,,0.36,"GBP",0.08,USD,,,,,,
Dividend (Dividend),2025-04-25 12:49:01,US28852N1090,EFC,"Ellington Financial",,,2.2567690000,0.110500,USD,Not available,,,0.19,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-04-25 12:49:45,US2885781078,EARN,"Ellington Credit",,,4.3102000000,0.068000,USD,Not available,,,0.22,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-04-25 12:53:35,US8718291078,SYY,"Sysco",,,1.1484020000,0.433500,USD,Not available,,,0.37,"GBP",0.09,USD,,,,,,
Dividend (Dividend),2025-04-25 12:59:41,US09261X1028,BXSL,"Blackstone Secured Lending Fund",,,3.9000190000,0.654500,USD,Not available,,,1.92,"GBP",0.45,USD,,,,,,
Dividend (Dividend),2025-04-28 11:49:35,US38147U1079,GSBD,"Goldman Sachs BDC",,,2.2989390000,0.136000,USD,Not available,,,0.23,"GBP",0.06,USD,,,,,,
Dividend (Dividend),2025-04-28 11:50:20,US38147U1079,GSBD,"Goldman Sachs BDC",,,2.2989390000,0.272000,USD,Not available,,,0.47,"GBP",0.11,USD,,,,,,
Dividend (Dividend),2025-04-28 11:59:28,CA0641491075,BNS,"Bank of Nova Scotia",,,1.6247990000,0.649805,USD,Not available,,,0.79,"GBP",0.19,USD,,,,,,
Dividend (Dividend),2025-04-30 13:24:23,US6915431026,OXLC,"Oxford Lane Capital",,,23.7064200000,0.076500,USD,Not available,,,1.36,"GBP",0.32,USD,,,,,,
Dividend (Dividend),2025-04-30 13:29:49,US5021751020,LTC,"LTC Properties",,,2.7215960000,0.161500,USD,Not available,,,0.33,"GBP",0.08,USD,,,,,,
Dividend (Dividend),2025-04-30 13:33:13,US3765358789,GLAD,"Gladstone Capital",,,2.1893820000,0.140250,USD,Not available,,,0.23,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-04-30 13:36:52,US3765361080,GOOD,"Gladstone Commercial",,,6.8391510000,0.085000,USD,Not available,,,0.43,"GBP",0.10,USD,,,,,,
Dividend (Dividend),2025-04-30 13:44:08,US02209S1033,MO,"Altria",,,1.6246580000,0.867000,USD,Not available,,,1.05,"GBP",0.25,USD,,,,,,
Dividend (Dividend),2025-04-30 13:52:34,CA8911605092,TD,"Toronto-Dominion Bank",,,1.6627350000,0.645192,USD,Not available,,,0.80,"GBP",0.19,USD,,,,,,
Dividend (Dividend),2025-04-30 14:09:27,US46625H1005,JPM,"JPMorgan Chase & Co",,,0.3284285000,1.190000,USD,Not available,,,0.29,"GBP",0.07,USD,,,,,,
Deposit,2025-05-01 00:00:02.874,,,,"Transaction ID: DS3KWQWPV8DJ7DF3",a4b1ad5a-fcf0-4ed6-95cd-4dc4864599bf,,,,,,,150.00,"GBP",,,151.05,"GBP",-1.05,"GBP",,
Dividend (Dividend),2025-05-01 10:38:18,US70806A1060,PFLT,"PennantPark Floating Rate Capital",,,3.4983740000,0.087125,USD,Not available,,,0.23,"GBP",0.05,USD,,,,,,
Market buy,2025-05-01 13:35:51.521,US1912161007,KO,"Coca-Cola",,EOF31952985091,0.0467450000,71.690000,USD,1.32982105,,"GBP",2.52,"GBP",,,,,,,,
Market buy,2025-05-01 13:35:51.574,US8552441094,SBUX,"Starbucks",,EOF31952985106,0.1250370000,80.830000,USD,1.33158639,,"GBP",7.60,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:51.754,US4781601046,JNJ,"Johnson & Johnson",,EOF31952985158,0.0343147000,154.240000,USD,1.33317363,,"GBP",3.98,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:51.811,US85254J1025,STAG,"STAG Industrial",,EOF31952985181,0.2184980000,33.170000,USD,1.33227548,,"GBP",5.45,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:51.811,US17275R1023,CSCO,"Cisco Systems",,EOF31952985213,0.0903820000,57.970000,USD,1.33319199,,"GBP",3.94,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:51.878,US00123Q1040,AGNC,"AGNC Investment",,EOF31952985247,1.2835100000,8.900000,USD,1.33137983,,"GBP",8.59,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:51.949,US7427181091,PG,"Procter & Gamble",,EOF31952985268,0.0562183000,160.380000,USD,1.33180073,,"GBP",6.78,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-05-01 13:35:51.949,US0084921008,ADC,"Agree Realty",,EOF31952985282,0.0428750000,77.230000,USD,1.32981375,,"GBP",2.49,"GBP",,,,,,,,
